constituency,constituency_no,candidate,party,votes,vote_rank,derived_status,vote_margin,runner_up_votes,eci_code,source_url,scraped_at
ALANDUR,28,T.M.ANBARASAN,Dravida Munnetra Kazhagam,33329,2,Runner-up,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,S.SARAVANAN,All India Anna Dravida Munnetra Kazhagam,19806,3,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,Y.G.MAHALAKSHMI,Naam Tamilar Katchi,4865,4,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,J.AGNI SELVARASU,Naadaalum Makkal Katchi,88,8,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,ARAVIND CHANDRASEKAR,Indhu Dravida Makkal Katchi,21,19,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,B. KALYANARAMKUMAR,Naam Indiar Party,15,21,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,S.ROYAPPAN,Tamizhaga Vaazhvurimai Katchi,46,12,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,A.VELUSAMY,Puthiya Tamilagam,41,14,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,N.HARI KRISHNAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,140,7,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,M.HARISH,Tamilaga Vettri Kazhagam,50416,1,Leading / Top Candidate,17087,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,V.ANBARASAN,Independent,44,13,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,A.SARAVANAN,Independent,29,16,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,S.SARAVANAN,Independent,26,18,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,D.SARAVANAN,Independent,12,22,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,R.SARAVANAN,Independent,61,11,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,R.SURESH,Independent,68,10,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,SENKODI VIJAYALAKSHMI,Independent,86,9,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,R.SELVAKUMAR,Independent,28,17,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,G.DANIEL ANTONYRAJ,Independent,8,23,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,MAHESH KUMAR,Independent,37,15,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,G.RAMANAN,Independent,6,24,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,K.VELAYUDHAM,Independent,17,20,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,M.HARISH,Independent,326,6,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANDUR,28,NOTA,None of the Above,458,5,Trailing,0,33329,S2228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2228.htm,2026-05-04 15:27:16
ALANGUDI,182,SIVA.V.MEYYANATHAN,Dravida Munnetra Kazhagam,29947,1,Leading / Top Candidate,4654,25293,S22182,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22182.htm,2026-05-04 15:27:21
ALANGUDI,182,R.RAJARAM,Naam Tamilar Katchi,5329,4,Trailing,0,25293,S22182,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22182.htm,2026-05-04 15:27:21
ALANGUDI,182,DHANA VIMAL,All India Anna Dravida Munnetra Kazhagam,25293,2,Runner-up,0,25293,S22182,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22182.htm,2026-05-04 15:27:21
ALANGUDI,182,KANDASAMY,Tamilaga Vettri Kazhagam,24475,3,Trailing,0,25293,S22182,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22182.htm,2026-05-04 15:27:21
ALANGUDI,182,R.SURESH,Party for the Rights of Other backward Classes,262,7,Trailing,0,25293,S22182,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22182.htm,2026-05-04 15:27:21
ALANGUDI,182,D.PUSHPARAJ,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,399,5,Trailing,0,25293,S22182,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22182.htm,2026-05-04 15:27:21
ALANGUDI,182,S MALAIYANDI,Akila Inthiya Makkal Marumalarchi Kazhakam,84,8,Trailing,0,25293,S22182,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22182.htm,2026-05-04 15:27:21
ALANGUDI,182,V.KANNADASSAN,Independent,37,15,Trailing,0,25293,S22182,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22182.htm,2026-05-04 15:27:21
ALANGUDI,182,SASIKUMAR.P,Independent,84,9,Trailing,0,25293,S22182,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22182.htm,2026-05-04 15:27:21
ALANGUDI,182,B.SELVAM,Independent,60,11,Trailing,0,25293,S22182,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22182.htm,2026-05-04 15:27:21
ALANGUDI,182,T.THIRUMARAN,Independent,38,14,Trailing,0,25293,S22182,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22182.htm,2026-05-04 15:27:21
ALANGUDI,182,M.NAGARAJAN,Independent,51,13,Trailing,0,25293,S22182,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22182.htm,2026-05-04 15:27:21
ALANGUDI,182,K.MURUGESAN,Independent,76,10,Trailing,0,25293,S22182,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22182.htm,2026-05-04 15:27:21
ALANGUDI,182,S.VANMEGANADHAN,Independent,55,12,Trailing,0,25293,S22182,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22182.htm,2026-05-04 15:27:21
ALANGUDI,182,NOTA,None of the Above,312,6,Trailing,0,25293,S22182,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22182.htm,2026-05-04 15:27:21
ALANGULAM,223,PAUL MANOJ PANDIAN,Dravida Munnetra Kazhagam,46891,1,Leading / Top Candidate,2048,44843,S22223,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22223.htm,2026-05-04 15:27:25
ALANGULAM,223,R PAULRAJ,Naam Tamilar Katchi,17848,4,Trailing,0,44843,S22223,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22223.htm,2026-05-04 15:27:25
ALANGULAM,223,K R P PRABAKARAN,All India Anna Dravida Munnetra Kazhagam,44843,2,Runner-up,0,44843,S22223,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22223.htm,2026-05-04 15:27:25
ALANGULAM,223,A UDHAYAKUMAR,Puthiya Tamilagam,1023,6,Trailing,0,44843,S22223,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22223.htm,2026-05-04 15:27:25
ALANGULAM,223,A SUBASH CHANDRA BOSE,Thakkam Katchi,103,13,Trailing,0,44843,S22223,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22223.htm,2026-05-04 15:27:25
ALANGULAM,223,MADASAMY,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,1714,5,Trailing,0,44843,S22223,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22223.htm,2026-05-04 15:27:25
ALANGULAM,223,VIBIN CHAKKARAVARTHY,Tamilaga Vettri Kazhagam,42473,3,Trailing,0,44843,S22223,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22223.htm,2026-05-04 15:27:25
ALANGULAM,223,U ARAVIND,Independent,147,10,Trailing,0,44843,S22223,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22223.htm,2026-05-04 15:27:25
ALANGULAM,223,K ARUNKUMAR,Independent,82,14,Trailing,0,44843,S22223,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22223.htm,2026-05-04 15:27:25
ALANGULAM,223,R KOTHERIMOHIDEEN,Independent,147,11,Trailing,0,44843,S22223,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22223.htm,2026-05-04 15:27:25
ALANGULAM,223,T MARIKUMAR,Independent,119,12,Trailing,0,44843,S22223,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22223.htm,2026-05-04 15:27:25
ALANGULAM,223,JEYANTHI,Independent,315,8,Trailing,0,44843,S22223,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22223.htm,2026-05-04 15:27:25
ALANGULAM,223,W JAYSON,Independent,161,9,Trailing,0,44843,S22223,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22223.htm,2026-05-04 15:27:25
ALANGULAM,223,NOTA,None of the Above,685,7,Trailing,0,44843,S22223,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22223.htm,2026-05-04 15:27:25
AMBASAMUDRAM,225,DR.ESAKKI SUBAYA,All India Anna Dravida Munnetra Kazhagam,56711,1,Leading / Top Candidate,9368,47343,S22225,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22225.htm,2026-05-04 15:27:29
AMBASAMUDRAM,225,R.ESAIKANNAN,Bahujan Samaj Party,609,6,Trailing,0,47343,S22225,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22225.htm,2026-05-04 15:27:29
AMBASAMUDRAM,225,DR.V.SIVASANKARAN,Naam Tamilar Katchi,12525,4,Trailing,0,47343,S22225,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22225.htm,2026-05-04 15:27:29
AMBASAMUDRAM,225,V.P.DURAI,Indian National Congress,45703,3,Trailing,0,47343,S22225,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22225.htm,2026-05-04 15:27:29
AMBASAMUDRAM,225,S.RAJAGOPAL,Tamilaga Vettri Kazhagam,47343,2,Runner-up,0,47343,S22225,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22225.htm,2026-05-04 15:27:29
AMBASAMUDRAM,225,NOTA,None of the Above,924,5,Trailing,0,47343,S22225,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22225.htm,2026-05-04 15:27:29
AMBATTUR,8,SILAMBARASAN,Naam Tamilar Katchi,6540,4,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,DR. J.SAILAS,Bahujan Samaj Party,221,8,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,DR A.P. POORNIMA,Dravida Munnetra Kazhagam,40696,2,Runner-up,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,A.KALYANASUNDARAM,Nationalist Janshakti Party,356,6,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,K.N. SEKAR,Pattali Makkal Katchi,22973,3,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,BALAMURUGAN.G,Tamilaga Vettri Kazhagam,78858,1,Leading / Top Candidate,38162,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,V. RAMKUMAR,India Suyarajya Party,128,10,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,RAJKUMAR,Tamizhaga Vaazhvurimai Katchi,90,12,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,D. JEYAGANESH,Naam Indiar Party,32,24,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,M.S. ARUMUGAM,Independent,84,13,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,P. ARUMUGAM,Independent,41,22,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,G. SAMPATH,Independent,45,21,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,K. SEKAR,Independent,76,15,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,G.P. SEKAR,Independent,57,16,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,PALANI,Independent,56,17,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,R.BALAMURUGAN,Independent,300,7,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,DR. S.PRAVEEN,Independent,160,9,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,D. PUSHPA,Independent,38,23,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,S. MADHAVAN,Independent,94,11,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,D.K.MESHACK KIRUBAKARAN,Independent,55,18,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,VINAYAGAMOORTHY.R,Independent,50,20,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,S. JANARTHANAN,Independent,79,14,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,JOTHI.M,Independent,55,19,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBATTUR,8,NOTA,None of the Above,903,5,Trailing,0,40696,S228,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS228.htm,2026-05-04 15:27:34
AMBUR,48,AFSHIA NASRIN. S,Naam Tamilar Katchi,2194,4,Trailing,0,28603,S2248,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2248.htm,2026-05-04 15:27:38
AMBUR,48,WAZEER AHMED. J,Bahujan Samaj Party,173,8,Trailing,0,28603,S2248,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2248.htm,2026-05-04 15:27:38
AMBUR,48,VILWANATHAN. A.C.,Dravida Munnetra Kazhagam,28603,2,Runner-up,0,28603,S2248,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2248.htm,2026-05-04 15:27:38
AMBUR,48,VENKATESAN. R,All India Anna Dravida Munnetra Kazhagam,25710,3,Trailing,0,28603,S2248,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2248.htm,2026-05-04 15:27:38
AMBUR,48,ASADULLAH. B,Indian National League,220,6,Trailing,0,28603,S2248,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2248.htm,2026-05-04 15:27:38
AMBUR,48,IMTHIYAZ PANDARATTUDU ABDU,Tamilaga Vettri Kazhagam,34615,1,Leading / Top Candidate,6012,28603,S2248,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2248.htm,2026-05-04 15:27:38
AMBUR,48,KAREEM BASHA. A,All India Majlis-E-Inquilab-E-Millat,76,13,Trailing,0,28603,S2248,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2248.htm,2026-05-04 15:27:38
AMBUR,48,GOVINDHAN. A,All India Youth Development Party,49,15,Trailing,0,28603,S2248,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2248.htm,2026-05-04 15:27:38
AMBUR,48,SASI REKA. Y,Makkal Arasial Katchi,100,11,Trailing,0,28603,S2248,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2248.htm,2026-05-04 15:27:38
AMBUR,48,HAROON RASHEED BADU,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,44,17,Trailing,0,28603,S2248,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2248.htm,2026-05-04 15:27:38
AMBUR,48,KUMARAVEL. P,Independent,115,9,Trailing,0,28603,S2248,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2248.htm,2026-05-04 15:27:38
AMBUR,48,FIRDOSE AHMED. M,Independent,49,16,Trailing,0,28603,S2248,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2248.htm,2026-05-04 15:27:38
AMBUR,48,MUSHTAQ AHMED KUTLAPPAI,Independent,66,14,Trailing,0,28603,S2248,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2248.htm,2026-05-04 15:27:38
AMBUR,48,VISWANATHAN. J,Independent,214,7,Trailing,0,28603,S2248,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2248.htm,2026-05-04 15:27:38
AMBUR,48,VENKATESAN. M,Independent,101,10,Trailing,0,28603,S2248,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2248.htm,2026-05-04 15:27:38
AMBUR,48,SRINATH,Independent,100,12,Trailing,0,28603,S2248,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2248.htm,2026-05-04 15:27:38
AMBUR,48,NOTA,None of the Above,242,5,Trailing,0,28603,S2248,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2248.htm,2026-05-04 15:27:38
ANAIKATTU,44,A.P.NANDAKUMAR,Dravida Munnetra Kazhagam,39984,2,Runner-up,0,39984,S2244,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,2026-05-04 15:27:43
ANAIKATTU,44,M.RAVIKUMAR,Naam Tamilar Katchi,2309,4,Trailing,0,39984,S2244,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,2026-05-04 15:27:43
ANAIKATTU,44,D.VELAZHAGAN,All India Anna Dravida Munnetra Kazhagam,45746,1,Leading / Top Candidate,5762,39984,S2244,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,2026-05-04 15:27:43
ANAIKATTU,44,R.SARAVANAN,Namadhu Makkal Katchi,226,6,Trailing,0,39984,S2244,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,2026-05-04 15:27:43
ANAIKATTU,44,V.VINOTHKANNA,Tamizhaga Vaazhvurimai Katchi,87,11,Trailing,0,39984,S2244,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,2026-05-04 15:27:43
ANAIKATTU,44,V.S.VENKATESH,Aanaithinthiya Jananayaka Pathukappu Kazhagam,130,8,Trailing,0,39984,S2244,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,2026-05-04 15:27:43
ANAIKATTU,44,R.VELMURUGAN,Tamilaga Vettri Kazhagam,30220,3,Trailing,0,39984,S2244,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,2026-05-04 15:27:43
ANAIKATTU,44,P.JAYASEELAN,Puthiya Tamilagam,99,9,Trailing,0,39984,S2244,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,2026-05-04 15:27:43
ANAIKATTU,44,E.SURESH,Independent,32,14,Trailing,0,39984,S2244,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,2026-05-04 15:27:43
ANAIKATTU,44,S.SELVAMOORTHY,Independent,51,13,Trailing,0,39984,S2244,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,2026-05-04 15:27:43
ANAIKATTU,44,M.NANDHA KUMAR,Independent,60,12,Trailing,0,39984,S2244,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,2026-05-04 15:27:43
ANAIKATTU,44,K.MANOHARAN,Independent,211,7,Trailing,0,39984,S2244,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,2026-05-04 15:27:43
ANAIKATTU,44,R.RAMESH,Independent,96,10,Trailing,0,39984,S2244,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,2026-05-04 15:27:43
ANAIKATTU,44,NOTA,None of the Above,681,5,Trailing,0,39984,S2244,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2244.htm,2026-05-04 15:27:43
ANDIPATTI,198,ESAKKIAMMAL.M,Bahujan Samaj Party,256,9,Trailing,0,43878,S22198,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22198.htm,2026-05-04 15:27:47
ANDIPATTI,198,GOMATHI .M,Naam Tamilar Katchi,6637,4,Trailing,0,43878,S22198,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22198.htm,2026-05-04 15:27:47
ANDIPATTI,198,MAHARAJAN.A,Dravida Munnetra Kazhagam,45652,1,Leading / Top Candidate,1774,43878,S22198,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22198.htm,2026-05-04 15:27:47
ANDIPATTI,198,LOGIRAJAN.A,All India Anna Dravida Munnetra Kazhagam,43878,2,Runner-up,0,43878,S22198,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22198.htm,2026-05-04 15:27:47
ANDIPATTI,198,IRUMBORAI.G,Communist Party of India (Marxist-Leninist) Red Star,323,8,Trailing,0,43878,S22198,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22198.htm,2026-05-04 15:27:47
ANDIPATTI,198,ELAYARAJA.M,Puthiya Tamilagam,389,6,Trailing,0,43878,S22198,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22198.htm,2026-05-04 15:27:47
ANDIPATTI,198,CHELLAPANDIYAN.S,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,336,7,Trailing,0,43878,S22198,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22198.htm,2026-05-04 15:27:47
ANDIPATTI,198,PANDI.V,Tamilaga Vettri Kazhagam,37606,3,Trailing,0,43878,S22198,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22198.htm,2026-05-04 15:27:47
ANDIPATTI,198,MOHAMMED RUKMAN.M,Tamizhaga Vaazhvurimai Katchi,82,15,Trailing,0,43878,S22198,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22198.htm,2026-05-04 15:27:47
ANDIPATTI,198,JEYAMURUGAN.M.P,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,50,18,Trailing,0,43878,S22198,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22198.htm,2026-05-04 15:27:47
ANDIPATTI,198,KARUPPAIYA,Independent,38,19,Trailing,0,43878,S22198,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22198.htm,2026-05-04 15:27:47
ANDIPATTI,198,GOPAL.S,Independent,150,10,Trailing,0,43878,S22198,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22198.htm,2026-05-04 15:27:47
ANDIPATTI,198,GOPINATH.P,Independent,111,12,Trailing,0,43878,S22198,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22198.htm,2026-05-04 15:27:47
ANDIPATTI,198,NEELAKANNAN.T,Independent,110,13,Trailing,0,43878,S22198,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22198.htm,2026-05-04 15:27:47
ANDIPATTI,198,PACKIARAJ.S,Independent,101,14,Trailing,0,43878,S22198,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22198.htm,2026-05-04 15:27:47
ANDIPATTI,198,PANDIDURAI.P,Independent,134,11,Trailing,0,43878,S22198,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22198.htm,2026-05-04 15:27:47
ANDIPATTI,198,VIJAYARAJ.R,Independent,82,16,Trailing,0,43878,S22198,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22198.htm,2026-05-04 15:27:47
ANDIPATTI,198,JAGADEESAN.P,Independent,77,17,Trailing,0,43878,S22198,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22198.htm,2026-05-04 15:27:47
ANDIPATTI,198,NOTA,None of the Above,690,5,Trailing,0,43878,S22198,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS22198.htm,2026-05-04 15:27:47
ANNA NAGAR,21,S.GOKULA INDIRA,All India Anna Dravida Munnetra Kazhagam,34382,3,Trailing,0,50012,S2221,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2221.htm,2026-05-04 15:27:56
ANNA NAGAR,21,S.SHANKAR,Naam Tamilar Katchi,4839,4,Trailing,0,50012,S2221,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2221.htm,2026-05-04 15:27:56
ANNA NAGAR,21,N.CHITRARASU,Dravida Munnetra Kazhagam,50012,2,Runner-up,0,50012,S2221,https://results.eci.gov.in/ResultAcGenMay2026/ConstituencywiseS2221.htm,2026-05-04 15:27:56
